emis_num,level,region,council,chfdom,school_name_and_town,phone,owner
250202201,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL BUMBAN,088054473,government
250202202,Primary,North,tonkolili district council,2,SEVENTH DAY ADVENTIST PRIMARY SCHOOL FOTHANEH,088436721,mission
250202203,Primary,North,tonkolili district council,2,ROMAN CATHOLIC PRIMARY SCHOOL KAYASSIE,78066362,mission
250202204,Primary,North,tonkolili district council,2,ROMAN CATHOLIC PRIMARY SCHOOL MABONTOR,78061000,mission
250202205,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MOBONTOR MABONTOR,76827223,government
250202206,Primary,North,tonkolili district council,2,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAFOBAKA,030971352,mission
250202207,Primary,North,tonkolili district council,2,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAKAMA,76594460,mission
250202208,Primary,North,tonkolili district council,2,ROMAN CATHOLIC PRIMARY SCHOOL MAKONTHANDE,76495855,mission
250202209,Primary,North,tonkolili district council,2,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MAYASSO,78640184,government
250202210,Primary,North,tonkolili district council,2,SEVENTH DAY ADVENTIST PRIMARY SCHOOL SIMIRA,78509778,mission
250202212,Primary,North,tonkolili district council,2,ROMAN CATHOLIC TONKOLILI VILLAGE TONKOLILI,088021684,mission
250202213,Primary,North,tonkolili district council,2,ROMAN CATHOLIC PRIMARY SCHOOL MAKUMP,099301994,mission
250202301,JSS,North,tonkolili district council,2,BENEVOLENT ISLAMIC JUNIOR SECONDARY SCHOOL MABONTOR,030500454,mission
250202302,JSS,North,tonkolili district council,2,BONDOH KAIRA JUNIOR SECONDARY SCHOOL MABONTOR,077950705,mission
250301102,Preschool,North,tonkolili district council,3,SAINT JOSEPH NURSERY SCHOOL BUMBUNA,078198127,mission
250301103,Preschool,North,tonkolili district council,3,COM TECH NURSERY SCHOOL BUMBUNA,077599330,private
250301104,Preschool,North,tonkolili district council,3,AHMADIYYA PRE-SCHOOL,077949288,mission
250301105,Preschool,North,tonkolili district council,3,KAINDAYBAY MEMORIAL BARTIST NURSERY,099196330,mission
250301201,Primary,North,tonkolili district council,3,ROMAN CATHOLIC PRIMARY SCHOOL BASSAIA,30623320,mission
250301202,Primary,North,tonkolili district council,3,AHMADIYYA MUSLIM PRIMARY SCHOOL BUMBUNA,030894353,mission
250301203,Primary,North,tonkolili district council,3,BAPTIST PRIMARY SCHOOL INFANT BUMBUNA,88819883,mission
250301204,Primary,North,tonkolili district council,3,BAPTIST PRIMARY SCHOOL JUNIOR BUMBUNA,088936294,mission
250301205,Primary,North,tonkolili district council,3,SAINT JOSEPH ROMAN CATHOLIC PRIMARY SCHOOL BUMBUNA,76249586,mission
250301206,Primary,North,tonkolili district council,3,BAPTIST PRIMARY SCHOOL FEREMGBIA,077832049,mission
250301208,Primary,North,tonkolili district council,3,ROMAN CATHOLIC PRIMARY SCHOOL KAMASAYPANA,78285298,mission
250301209,Primary,North,tonkolili district council,3,ROMAN CATHOLIC PRIMARY SCHOOL KASOKIRA,30467628,mission
250301210,Primary,North,tonkolili district council,3,ST GEORGE ROMAN CATHOLIC PRIMARY SCHOOL KATHOBO,88786085,mission
250301211,Primary,North,tonkolili district council,3,BAPTIST PRIMARY SCHOOL YEBEN,088072738,mission
250301212,Primary,North,tonkolili district council,3,ZION AMBASSADOR PRIMARY SCHOOL KAPETHE,076736511,mission
250301213,Primary,North,tonkolili district council,3,ROMAN CATHOLIC PRIMARY SCHOOL KEMEDUGU,030384248,mission
250301214,Primary,North,tonkolili district council,3,CHRISTIAN LIFE ERA PRMARY SCHOOL BUMBUNA,030322302,mission
250301215,Primary,North,tonkolili district council,3,COMMUNITY ISLAMIC PRIMARY SCHOOL SONGONI,099302086,community
250301216,Primary,North,tonkolili district council,3,COMMUNITY ISLAMIC PRIMARY SCHOOL FERENGBIA,076740697,community
250301217,Primary,North,tonkolili district council,3,T D C PRIMARY SCHOOL KAMATHOR KASOKIRA,088970125,government
250301218,Primary,North,tonkolili district council,3,THALLAN MEMORIAL COMMUNITY PRIMARY SCHOOL KAMANKAY KAMAKAY,077034059,community
250301219,Primary,North,tonkolili district council,3,COM-TEC PRIMARY SCHOOL BUMBUNA TOWN,077599330,private
250301301,JSS,North,tonkolili district council,3,BOYO JUNIOR SECONDARY SCHOOL BUMBUNA,076480101,mission
250301302,JSS,North,tonkolili district council,3,SAINT MATHEW'S JUNIOR SECONDARY SCHOOL BUMBUNA,076909808,mission
250301303,JSS,North,tonkolili district council,3,BAPTIST JUNIOR SECONDARY SCHOOL FERENGBIA,077900046,mission
250301304,JSS,North,tonkolili district council,3,COM-TEC JUNIOR SECONDARY SCHOOL BUMBUNA TOWN,077240828,private
250301305,JSS,North,tonkolili district council,3,KALANTHUBA MODEL HIGH SCHOOL KAMANKAY,030552881,private
250301401,SSS,North,tonkolili district council,3,SAINT MATHEW'S SENIOR SECONDARY SCHOOL BUMBUNA,076909808,mission
250302201,Primary,North,tonkolili district council,3,BAPTIST PRIMARY SCHOOL GBOLIA,77410403,mission
250302202,Primary,North,tonkolili district council,3,BAPTIST PRIMARY SCHOOL GBONGBONBA,030901045,mission
250302203,Primary,North,tonkolili district council,3,MISSIONARY CHURCH OF AFRICA PRIMARY HEREKOH,None,mission
250302204,Primary,North,tonkolili district council,3,AHMADIYYA MUSLIM PRIMARY SCHOOL SASAKALA,030504290,mission
250302205,Primary,North,tonkolili district council,3,BAPTIST PRIMARY SCHOOL SONGONI,88419222,mission
250401201,Primary,North,tonkolili district council,4,ISLAMIC DAWAN PRIMARY SCHOOL KOM RABAI KOMRABAI JUNCTION,030743001,mission
250401202,Primary,North,tonkolili district council,4,UNITED METHODIST CHURCH PRIMARY SCHOOL KUMRABAI MATUKU,78529313,mission
250401203,Primary,North,tonkolili district council,4,UNITED METHODIST CHURCH PRIMARY SCHOOL MABI,76635903,mission
250401204,Primary,North,tonkolili district council,4,ROMAN CATHOLIC PRIMARY SCHOOL MABANG,088139253,mission
250401205,Primary,North,tonkolili district council,4,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MAFOLLATHA,77381528,government
250401206,Primary,North,tonkolili district council,4,ROMAN CATHOLIC PRIMARY SCHOOL MAGBONDO,077926406,mission
250401207,Primary,North,tonkolili district council,4,FAITH CHRISTIAN ACADEMY PRIMARY SCHOOLMAGBONTHO MAGBONTHO,78190420,mission
250401208,Primary,North,tonkolili district council,4,UNITED METHODIST CHURCH PRIMARY SCHOOL MAGBORKIE,078224689,mission
250401209,Primary,North,tonkolili district council,4,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MAMANSO,76533675,government
250401210,Primary,North,tonkolili district council,4,BENEVOLENT PRIMARYSCHOOL MAMILLA,78531143,mission
250401211,Primary,North,tonkolili district council,4,ROMAN CATHOLIC PRIMARY SCHOOL MARUNIA,79480242,mission
250401212,Primary,North,tonkolili district council,4,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MASAKIE MASAKIE,76425502,government
250401213,Primary,North,tonkolili district council,4,ROMAN CATHOLIC PRIMARY SCHOOL MASIAKA,030780951,mission
250401214,Primary,North,tonkolili district council,4,BENEVOLENT ISLAMIC PRIMARY SCHOOL MASIMOH,030397924,mission
250401215,Primary,North,tonkolili district council,4,BENEVOLENT ISLAMIC PRIMARY SCHOOL MATHINK BANA,79821265,mission
250401216,Primary,North,tonkolili district council,4,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MATHINKA,078559142,government
250401217,Primary,North,tonkolili district council,4,UNITED METHODIST CHURCH PRIMARY SCHOOL MABAI,76477606,mission
250401218,Primary,North,tonkolili district council,4,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL MAWORR,77222105,government
250401219,Primary,North,tonkolili district council,4,BENEVOLENT ISLAMIC PRIMARY SCHOOL ROGBANEH,76956842,mission
250401220,Primary,North,tonkolili district council,4,ROMAN CATHOLIC PRIMARY SCHOOLROTHAMBAI ROTHAMBAI,076363398,mission
250401221,Primary,North,tonkolili district council,4,BENEVOLENT PRIMARY SCHOOL MAMUNTHA KESSETHE,88381084,mission
250401222,Primary,North,tonkolili district council,4,FAITH ACADEMY CHRISTIAN ACADEMY PRIMARY SCHOOL MAFOKO,030458485,mission
250401302,JSS,North,tonkolili district council,4,UNITED METHODIST CHURCH JUNIOR SECONDARY SCHOOLMABANG MABANG,78347726,community
250501101,Preschool,North,tonkolili district council,5,FREE GOSPEL PRE-PRIMARY MAGBURAKA,88040238,community
250501102,Preschool,North,tonkolili district council,5,MISSIONARY CHURCH OF AFRICA-PRE-PRIMARY MAGBURAKA,88782327,community
250501103,Preschool,North,tonkolili district council,5,ROMAN CATHOLIC BOYS PRE- PRIMARY MAGBURAKA,76869802,mission
250501104,Preschool,North,tonkolili district council,5,TONKOLILI DISTRICT COUNCIL NURSERY SCHOOL MAGBURAKA,076637300,government
250501105,Preschool,North,tonkolili district council,5,UNITED METHODIST CHURCH PRE-PRIMARY SCHOOL MAGBURAKA,77526349,mission
250501106,Preschool,North,tonkolili district council,5,EMMANUEL PREPARATORY MAGBURAKA,077214321,community
250501107,Preschool,North,tonkolili district council,5,AHMADIYYA MUSLIM PRE-SCHOOL MAGBURAKA,077439174,mission
250501111,Preschool,North,tonkolili district council,5,SEVENTH DAY ADVENTIST PRE-PRIMARY SCHOOL MAGBURAKA,077974822,government
250501112,Preschool,North,tonkolili district council,5,BAPTIST PRE-PRIMARY SCHOOL MAGBURAKA,030893692,mission
250501114,Preschool,North,tonkolili district council,5,ROMAN CATHOLIC PRE-PRIMARY TONKOLILI MAGBURAKA,088494059,mission
250501115,Preschool,North,tonkolili district council,5,SIERRA LEONE WOMEN BENEVOLENT PRE- PRIMARY MAGBURAKA,088211037,mission
250501116,Preschool,North,tonkolili district council,5,ROMAN CATHOLIC PRE-PRIMARY SCHOOL MAGBURAKA,077545940,mission
250501117,Preschool,North,tonkolili district council,5,TONKOLILI DISTRICT COUNCIL NURSERY SCHOOL,076637300,government
250501201,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL-MAGBESSEH MAGBESSEH,77883035,mission
250501202,Primary,North,tonkolili district council,5,AHMADIYYA MUSLIM PRIMARY SCHOOL MAGBURAKA,77899551,mission
250501204,Primary,North,tonkolili district council,5,BAPTIST PRIMARY SCHOOL MAGBURAKA,76751012,community
250501205,Primary,North,tonkolili district council,5,EMMANUEL PRIMARY MAGBURAKA,88236885,mission
250501206,Primary,North,tonkolili district council,5,FREE GOSPEL PRIMARY MAGBURAKA,88626930,mission
250501207,Primary,North,tonkolili district council,5,KHULAFAI RASHIDEEN PRIMARY SCHOOL MAGBURAKA,76789321,community
250501208,Primary,North,tonkolili district council,5,MISSIONARY CHURCH OF AFRICA PRIMARY MAGBURAKA,77599495,community
250501211,Primary,North,tonkolili district council,5,ROMAN CATHOLIC BOYS PRIMARY MAGBURAKA,76457437,community
250501213,Primary,North,tonkolili district council,5,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAGBURAKA,76811881,community
250501214,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD UPPER MAGBURAKA,77639993,mission
250501215,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MAGBURAKA,77518121,mission
250501219,Primary,North,tonkolili district council,5,ST THERESA PRIMARY MAGBURAKA,030873123,mission
250501220,Primary,North,tonkolili district council,5,UNITED METHODIST CHURCH PRIMARY MAGBURAKA,76802424,mission
250501222,Primary,North,tonkolili district council,5,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL FOR BOYS MAGBURAKA TOWN,076505472,government
250501223,Primary,North,tonkolili district council,5,BENEVOLENT ISLAMIC PRIMARY SCHOOL ROKANKRR,88523871,mission
250501225,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MAGBURAKA,077285673,mission
250501226,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD MAGBESSEH ST MAGBURAKA,088788104,mission
250501227,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM COMMUNITY PRIMARY SCHOOL MAGBURAKA MAGBURAKA,08899537,mission
250501228,Primary,North,tonkolili district council,5,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL GIRLS MAGBURAKA 76623658/7777 23,None,government
250501229,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM WOMAN BENEVOLENT ORGANISATION PRIMARY SCHOOL BO ROAD MAGBURAKA,088211037,mission
250501301,JSS,North,tonkolili district council,5,AHMADIYYA MUSLIM SECONDARY SCHOOL MAGBURAKA,088825048,mission
250501303,JSS,North,tonkolili district council,5,BENEVOLENT ISLAMIC SECONDARY SCHOOL MAGBURAKA,77266360,mission
250501304,JSS,North,tonkolili district council,5,CROWN INTERNATIONAL HIGH SCHOOL JUNIOR SECONDARY SCHOOL MAGBURAKA,78201115,private
250501307,JSS,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD JUNIOR SCHOOL MAGBURAKA,77997249,community
250501308,JSS,North,tonkolili district council,5,ST. JOSEPHS SECONDARY MAGBURAKA,078486468,mission
250501309,JSS,North,tonkolili district council,5,ST.THOMAS SECONDARY MAGBURAKA,76630367,community
250501310,JSS,North,tonkolili district council,5,GOVERNMENT JUNIOR SECONDARY SCHOOL MAGBURAKA MAGBURAKA TOWN,76628638,government
250501401,SSS,North,tonkolili district council,5,BENEVOLENT ISLAMIC SENIOR SECONDARY SCHOOL MAGBURAKA,077867855,mission
250501402,SSS,North,tonkolili district council,5,GOVERNMENT SENIOR SECONDARY SCHOOL FOR BOYS MAGBURAKA,88628638,government
250501408,SSS,North,tonkolili district council,5,MISSIONARY CHURCH OF AFRICA S.S.S. MAGBURAKA,77323112,mission
250502101,Preschool,North,tonkolili district council,5,LIVING WORD NURSERY SCHOOL MANEMPEH,88395375,community
250502103,Preschool,North,tonkolili district council,5,MASANGA EDUCATION ASSISTANCE NURSERY SCHOOL MASANGA,76564031,community
250502106,Preschool,North,tonkolili district council,5,sierra leone muslim community pre-school MAKAMBA,077221989,mission
250502107,Preschool,North,tonkolili district council,5,SEVEN DAYS ADVENTIST PRESCHOOL KALMAROH KHOLIFA,077516799,mission
250502108,Preschool,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD PRESCHOOL MARAKA,030734348,community
250502109,Preschool,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD PRESCHOOL MASANGA,030981290,mission
250502110,Preschool,North,tonkolili district council,5,SEVEN DAYS ADVENTIST PRESCHOOL MASOKORAY,099394154,mission
250502112,Preschool,North,tonkolili district council,5,SEVEN DAYS ADVENTIST PRESCHOOL MASANGA,880113727,government
250502201,Primary,North,tonkolili district council,5,SEVENTH DAY ADVENTIST PRIMARY SCHOOL OLIFA KALMAROH KHOLIFA,88446984,mission
250502202,Primary,North,tonkolili district council,5,TONKOLILI DISTRICT COUNCIL MAGBURAKA MAGBANKOH,077214322,government
250502203,Primary,North,tonkolili district council,5,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAGBOTHO,30885714,mission
250502204,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM COMMUNITY PRIMARY SCHOOL MAKAMBA,30344273,mission
250502206,Primary,North,tonkolili district council,5,LIVING WORD PRIMARY SCHOOL MANEMPEH,88395375,community
250502207,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD MARAKA MARAKA,76501945,mission
250502208,Primary,North,tonkolili district council,5,MISSIONARY CHURCH OF AFRICA MARAKOH,78578657,mission
250502209,Primary,North,tonkolili district council,5,SEVENTH DAY ADVENTIST PRIMARY MASAKORAY,099394154,mission
250502210,Primary,North,tonkolili district council,5,SEVENTH DAY ADVENTIST MASANGA,76787864,mission
250502211,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MASANGA MASANGA,76233347,mission
250502212,Primary,North,tonkolili district council,5,ROMAN CATHOLIC MATHAM MATHAM,77289259,mission
250502213,Primary,North,tonkolili district council,5,ROMAN CATHOLIC MATHORA MATHORA,77436972,government
250502214,Primary,North,tonkolili district council,5,MISSIONARY CHURCH OF AFRICA ROGBESSEH,77358012,mission
250502216,Primary,North,tonkolili district council,5,TONKOLILI DISTRICT COUNCIL PRIMARY SCHOOL ROMANKORO,30163096,government
250502217,Primary,North,tonkolili district council,5,BAPTIST PRIMARY SCHOOL ROWALLA,76748271,mission
250502301,JSS,North,tonkolili district council,5,MASANGA FOUNDATION JUNIOR SECONDARY SCHOOL MASANGA,78213392,community
250502302,JSS,North,tonkolili district council,5,COMMUNITY JUNIOR SECONDARY SCHOOL MATHAN,077771858,community
250502303,JSS,North,tonkolili district council,5,GOVERNMENT SECONDARY SCHOOL FOR GIRLS MATHORA,76633104,government
250502304,JSS,North,tonkolili district council,5,TONKOLILI DISTRICT COUNCIL JUNIOR SECONDARY SCHOOL ROBIS VILLAGE,077238819,government
250502401,SSS,North,tonkolili district council,5,GOVERNMENT SECONDARY SCHOOL FOR GIRLS MATHORA,76633104,government
250503101,Preschool,North,tonkolili district council,5,ROYAL CHRISTIAN PRE-PRIMARY SCHOOL MATAL,099869334,mission
250503201,Primary,North,tonkolili district council,5,ROMAN CATHOLIC PRIMARY SCHOOL MABAI,79467066,mission
250503202,Primary,North,tonkolili district council,5,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MABEREH NOKOH,77940630,mission
250503205,Primary,North,tonkolili district council,5,EDUCATION HOPE ACADEMY PRIMARY SCHOOL. MAKUMP KAPATH,88809891,mission
250503206,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MAKUMP,88373612,government
250503207,Primary,North,tonkolili district council,5,ROMAN CATHOLIC PRIMARY MALONG,088551156,mission
250503208,Primary,North,tonkolili district council,5,MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL MASSESSE BEH,77838521,mission
250503210,Primary,North,tonkolili district council,5,HUNTINGDOM PRIMARY SCHOOL MATAL,30058453,community
250503211,Primary,North,tonkolili district council,5,BAPTIST PRIMARY MATHAINKAY,30494595,mission
250503212,Primary,North,tonkolili district council,5,SEVENTH DAY ADVENTIST PRIMARY MAYATHA,30786475,mission
250503213,Primary,North,tonkolili district council,5,SEVENTH DAY ADVENTIST PRIMARY SCHOOL MAYEMBARIE,78553429,mission
250503214,Primary,North,tonkolili district council,5,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL ROGBERKA,88236792,mission
250503215,Primary,North,tonkolili district council,5,ROMAN CATHOLIC PRIMARY SCHOOL ROPOLON,77491794,community
250503218,Primary,North,tonkolili district council,5,LIGHTHOUSE PRIMARY SCHOOL MAIKONKO,077680408,mission
250503220,Primary,North,tonkolili district council,5,S.L.M.B PRIMARY SCHOOL,030192160,mission
250503301,JSS,North,tonkolili district council,5,COMMUNITY JUNIOR SECONDARY SCHOOL MABOM,77470873,community
250503302,JSS,North,tonkolili district council,5,LIGHT HOUSE JUNIOR SECONDARY SCHOOL MAIKONKO,77680408,private
250503303,JSS,North,tonkolili district council,5,BAPTIST JUNIOR SECONDARY MASSORKOH,030529337,mission
250503304,JSS,North,tonkolili district council,5,MISSIONARY CHURCH OF AFRICA ROBOL,077280897,mission
250503305,JSS,North,tonkolili district council,5,PAMPANA HIGH SCHOOL ROPOLON,30594587,community
