emis_num,level,region,council,chfdom,school_name,town_name,phone,owner
319103278,Primary,South,bo city council,91,Holy Word Of Faith Primary School Battiama Section,Bo,078717225,mission
319103279,Primary,South,bo city council,91,S.L.M.B Primary School,null,076607700,mission
319103301,JSS,South,bo city council,91,Ansarul Isalamic Junior Secondary School,Bo,076363797,government
319103302,JSS,South,bo city council,91,Spiritan Academy,Gbondo Town,None,mission
319103303,JSS,South,bo city council,91,Saint Judes Junior Secondary School,Bo,None,private
319103304,JSS,South,bo city council,91,Every Nation Academy Secondary School,Bo,078508012,mission
319103305,JSS,South,bo city council,91,Quranic Education Junior Secondary School,Bo,076815824,mission
319103306,JSS,South,bo city council,91,Municipal Junior Secondary School,Bo,076650444,government
319103307,JSS,South,bo city council,91,Namya Islamic Secondary School,Bo,076140337,mission
319103401,SSS,South,bo city council,91,Ahmadiyya Muslim Senior Sec. School,Bo City,76646278,mission
319103403,SSS,South,bo city council,91,Every Nation Academy,Bo,078508012,mission
319103405,SSS,South,bo city council,91,Allawallie International Academy,Bo,078360712,private
320101201,Primary,South,bonthe district council,1,United Methodist Church Primary School(U M C),Bendu,079015417,mission
320101202,Primary,South,bonthe district council,1,District Education Council Primary School Gondama,Capitol,None,government
320101203,Primary,South,bonthe district council,1,District Education Council Primary School (D E C),Kondor,76164134,government
320101204,Primary,South,bonthe district council,1,Islamic Call Society Primary School,Kpendehun,76312383,mission
320101205,Primary,South,bonthe district council,1,District Education Council Primary School,Malema,78727379,government
320101206,Primary,South,bonthe district council,1,District Education Council Primary School (D E C ),Mocharles,076131051,government
320101207,Primary,South,bonthe district council,1,Graced Team Community Primary School,Mokaiwa,088993534,community
320101208,Primary,South,bonthe district council,1,United Methodist Church Primary School (U M C),Momaya,76161668,mission
320101209,Primary,South,bonthe district council,1,District Education Council Primary School(D E C),Morsallay,076220233,community
320101210,Primary,South,bonthe district council,1,Roman Catholic Primary School,Taigbe,76517202,mission
320201201,Primary,South,bonthe district council,2,Islamic Call Society Primary School,Judia,23276689802,mission
320201202,Primary,South,bonthe district council,2,Islamic Call Society Primary School,Karleh,23276157441,mission
320201203,Primary,South,bonthe district council,2,Roman Catholic Primary School,Ngepehun,None,mission
320201204,Primary,South,bonthe district council,2,Islamic Call Society Primary School,Sogbaleh,76318280,mission
320201205,Primary,South,bonthe district council,2,Sierra Leone United Islamic Mission Primary School,Tongia,07856527,mission
320201206,Primary,South,bonthe district council,2,Bonthe District Education Primary School,Waah,79879995,government
320202201,Primary,South,bonthe district council,2,Sierra Leone Muslim Brotherhood Primary School,Kpandebu,23278827609,mission
320202202,Primary,South,bonthe district council,2,Bonthe District Education Council Primary School,Madina,79682278,government
320202203,Primary,South,bonthe district council,2,Methodist Primary School Madina,Bum,23276729090,community
320202204,Primary,South,bonthe district council,2,Sierra Leone Muslim Brother Hood Primary School Madina,Bum,23276489388,mission
320202205,Primary,South,bonthe district council,2,Methodist Primary School,Malema,23279946366,mission
320202206,Primary,South,bonthe district council,2,Roman Catholic Primary School Torma,Bum,78930020,mission
320202207,Primary,South,bonthe district council,2,Sierra Leone Muslim Brotherhood Primary School,Torma,079002766,mission
320202208,Primary,South,bonthe district council,2,Methodist Primary School Torma Bum,Torma Bum,23278541685,mission
320202209,Primary,South,bonthe district council,2,National Islamic Primary School Torma,Torma Town,76523793,mission
320202302,JSS,South,bonthe district council,2,Methodist Junior Secondary School,Madina,None,government
320202303,JSS,South,bonthe district council,2,Slmb Junior Secondary School Torma,Bonthe,076550481,mission
320203201,Primary,South,bonthe district council,2,Bonthe District Education Council Primary School,Fakonor,76951215,government
320203202,Primary,South,bonthe district council,2,Mission For Soul'S Primary School Gbesseh Bum,Gbesseh Bum Chiefdom,23276991660,mission
320203203,Primary,South,bonthe district council,2,Roman Catholic Primary School,Kanga,23276547280,government
320203204,Primary,South,bonthe district council,2,National Islamic Primary School Levuma,Levuma,None,government
320203205,Primary,South,bonthe district council,2,Roman Catholic Primary School,Maami,23278814763,mission
320203206,Primary,South,bonthe district council,2,Sierra Leone Muslim Brother Hood Primary School,Moyia,78039952,mission
320203207,Primary,South,bonthe district council,2,Roman Catholic Primary School,Ngessehun,76562243,mission
320203208,Primary,South,bonthe district council,2,National Islamic Primary School,Nyandehun 111,76349078,mission
320203209,Primary,South,bonthe district council,2,Roman Catholic Primary School,Simbaru,76150664,mission
320203210,Primary,South,bonthe district council,2,Bonthe District Education Council Primary School,Tassor,76190245,government
320203211,Primary,South,bonthe district council,2,Islamic Call Society Primary School Worleh,Bum Chiefdom,23276132737,mission
320203212,Primary,South,bonthe district council,2,Sierra Leone Muslim Brother Hood Primary School,Yornie,079672812,mission
320203213,Primary,South,bonthe district council,2,Sierra Leone Muslim Primary School,Bendu,078457441,mission
320203214,Primary,South,bonthe district council,2,Sierra Leone Muslim Brotherhood Primary School,Bengeh,076721305,mission
320301201,Primary,South,bonthe district council,3,District Education Committee Primary School,Nyagai,23276371113,government
320301202,Primary,South,bonthe district council,3,District Education Council Primary School,Barkay,079573225,government
320301203,Primary,South,bonthe district council,3,District Education Council Moothi Island- Dema,Moothi,23276481533,government
320301204,Primary,South,bonthe district council,3,District Education Council Primary School -She Dema,She,78607615,government
320301205,Primary,South,bonthe district council,3,Roman Catholic Primary School Tissana Dema,Tissana Dema,078735735,mission
320301206,Primary,South,bonthe district council,3,District Education Council Primary School Tombay Dema Chiefdom,Tombay,23276194243,government
320301207,Primary,South,bonthe district council,3,District Education Council Yelleh-Dema,Yelleh Dema,None,government
320301208,Primary,South,bonthe district council,3,District Education Council Primary School -Yoh Dema,Yoh,78736449,government
320301209,Primary,South,bonthe district council,3,U.M.C,Baoma,None,government
320401101,Preschool,South,bonthe district council,4,Every Nation Academy Pre Primary School,Mogbwemo,76958996,mission
320401102,Preschool,South,bonthe district council,4,Forum For African Women Educationalist Pre School(Fawe),Mogbwemo,76816881,government
320401103,Preschool,South,bonthe district council,4,Kankalay Islamic Nusery School,Mogbwemo,78247662,mission
320401104,Preschool,South,bonthe district council,4,Ada Gorvie Memorial Pre Primary School,Moriba Town,076373956,private
320401105,Preschool,South,bonthe district council,4,Islamic Call Society Pre Primary School Moriba,Moriba Town,76649269,mission
320401106,Preschool,South,bonthe district council,4,Kankaylay Pre-Primary School Moriba,Moriba Town,76869202,mission
320401107,Preschool,South,bonthe district council,4,Logos Christian Academy Pre Primary School,Moriba Town,76870174,mission
320401108,Preschool,South,bonthe district council,4,Saint Mary'S Pre Primary School Moriba,Moriba Town,76836911,mission
320401109,Preschool,South,bonthe district council,4,United Brethen In Christ Pre Primary School,Moriba Town,076408809,mission
320401110,Preschool,South,bonthe district council,4,Young Women Christian Association Pre- Primary School Moriba Town,Moriba Town,76632504,other
320401111,Preschool,South,bonthe district council,4,United Brethren In Christ Pre-School Mogbemo,Mogbwemo,076128056,mission
320401112,Preschool,South,bonthe district council,4,Grace Memorial Pre Sch,Moriba Town,076217379,mission
320401113,Preschool,South,bonthe district council,4,Nusrat Pre School,Mogbwemo,079246109,mission
320401114,Preschool,South,bonthe district council,4,Church Of Our Lord Jesus Christ Pre School,Moriba Town,076765749,mission
320401116,Preschool,South,bonthe district council,4,Umc Pre School,Moriba Town,076896559,mission
320401117,Preschool,South,bonthe district council,4,St Pauls Pre School,Mogbwemo,076208459,mission
320401201,Primary,South,bonthe district council,4,Roman Catholic Primary School,Gangama,76524874,mission
320401202,Primary,South,bonthe district council,4,Sierra Leone Muslim Brother Hood,Gbamgba,076444155,mission
320401203,Primary,South,bonthe district council,4,United Brethen In Christ Primary School,Gbangbaia,76563761,mission
320401204,Primary,South,bonthe district council,4,Roman Catholic Primary School,Gendema,76433920,mission
320401205,Primary,South,bonthe district council,4,United Brethen In Christ Primary School,Jangallor,079887567,mission
320401206,Primary,South,bonthe district council,4,Islamic Call Society Primary School,Junctionla,76316101,mission
320401207,Primary,South,bonthe district council,4,Ahmadiyya Muslim Primary School,Mogbwemo,76830935,mission
320401208,Primary,South,bonthe district council,4,Every Nation Academy Primary School Mogbwemo,Mogbwemo,76958996,mission
320401209,Primary,South,bonthe district council,4,Forum For African Women Educationalist Primary School,Mogbwemo,076891429,mission
320401210,Primary,South,bonthe district council,4,Kankaylay Islamic Primary School,Mogbwemo,76836613,mission
320401211,Primary,South,bonthe district council,4,St Pauls Primary School,Mogbewemo,076434862,mission
320401212,Primary,South,bonthe district council,4,United Brethen In Christ Mogbwemo,Mogbwemo,076550941,mission
320401213,Primary,South,bonthe district council,4,Kankalay Islamic Primary School Moriba Town,Moriba,76869202,mission
320401214,Primary,South,bonthe district council,4,Ada Gorvie Memorial Preparatory School,Moriba Town,76373956,private
320401215,Primary,South,bonthe district council,4,Ahmadiyya Muslim Primary School,Moriba Town,78939632,mission
320401216,Primary,South,bonthe district council,4,Bonthe District Education Committee Primary School,Moriba Town,076312010,government
320401217,Primary,South,bonthe district council,4,Islamic Call Society Primary School,Moriba Town,76996230,mission
320401218,Primary,South,bonthe district council,4,Logos Christian Academy Primary School,Moriba Town,076789578,community
320401219,Primary,South,bonthe district council,4,Saint James Roman Catholic Primary School,Moriba Town,76969291,mission
320401220,Primary,South,bonthe district council,4,United Brethen In Christ (U B C) Primary School,Moriba Town,76895278,mission
320401221,Primary,South,bonthe district council,4,Young Women Christian Association Primaryschool,Moriba Town,76632504,other
320401222,Primary,South,bonthe district council,4,Sierra Leone Muslim Brother Hood Primary School,Moyereh,76696113,mission
320401223,Primary,South,bonthe district council,4,Islamic Call Society Primary School,Semabu,078842203,mission
320401225,Primary,South,bonthe district council,4,Moking Community Primary Schoool,Moking,07613332,community
320401226,Primary,South,bonthe district council,4,Grace Memorial Primary School,Moriba Town,076217379,mission
